Default,WC/TA,RE/TA,EBIT/TA,ME/TL,S/TA
0,0.0265786,0.2387954,0.0221168,0.2863644,0.2945358
0,0.0528921,0.191749,0.0374931,0.2744972,0.2749864
0,0.1705972,0.1548702,0.0424274,0.2514093,0.2703761
0,0.1839215,0.2144588,0.04261,0.3933999,0.2471807
0,0.1228224,0.2502563,0.0236476,0.4197021,0.2580789
0,0.1935,0.4500195,0.0681648,5.160432,0.3140879
0,0.1382598,0.4258579,0.0769833,4.651777,0.3014997
0,0.2132117,0.4157428,0.0455997,3.363295,0.2195843
0,0.2163369,0.3766609,0.0584568,3.359492,0.2493228
0,0.2510147,0.4229766,0.0623027,4.375764,0.2481721
0,0.1076853,0.4454228,0.0709421,4.612112,0.2561936
0,0.0650139,0.3121663,0.0982513,2.581557,0.6713814
0,0.077097,0.3027296,0.0872391,2.645805,0.6553276
0,0.1373784,0.3071686,0.0813787,2.489651,0.5821288
0,0.1683619,0.322099,0.0709816,1.371589,0.5274293
0,0.1682548,0.3338226,0.0666568,1.729824,0.4759361
0,0.2058814,0.372582,0.0831046,2.382768,0.4925548
0,0.0124104,0.2060608,0.0321338,1.448186,0.1217731
0,0.0070305,0.2003374,0.0375362,0.9854283,0.1097764
0,0.0503356,0.2436834,0.0590756,1.23733,0.1026642
0,0.0400787,0.2417728,0.0542201,0.9209152,0.0948571
0,0.0635199,0.2400939,0.0604141,0.61305,0.0914351
0,-0.0314918,0.2496222,0.0460047,0.7773673,0.106363
0,0.0936248,0.2996549,0.0470568,1.068907,0.1029322
0,0.1023787,0.4361093,0.0529096,0.8420109,0.5339821
0,0.0960873,0.3866937,0.0441563,0.9170687,0.5353537
0,-0.0657162,0.022735,0.0473713,0.3861383,0.168666
0,-0.0672204,0.0479704,0.0501125,0.3799206,0.2239179
0,-0.1730141,0.0443345,0.033798,0.4664279,0.1370263
0,-0.1326535,0.2047514,0.0614054,0.7008104,0.2653247
0,-0.0629181,0.2449144,0.0361953,0.4033726,0.2103652
0,-0.0883398,0.1512751,-0.0077275,0.2107885,0.1431967
0,-0.0755471,0.0343805,0.0247989,0.0890763,0.1616242
0,-0.0355132,-0.0307218,0.0283527,0.0877665,0.1730485
0,-0.0876317,-0.2749191,-0.0077211,0.0740331,0.194442
0,-0.1263637,0.2396091,0.1410445,4.774039,0.5011351
0,-0.5011897,0.0592194,0.1980351,6.034354,0.626038
0,0.0190662,0.0232763,0.1562376,4.335888,0.4946013
0,-0.530441,-0.590031,0.1677033,2.452131,0.554685
0,-0.182043,-0.1426169,0.0914733,1.147806,0.3435459
0,0.0088302,0.1257232,0.049375,0.5006833,0.1287387
0,0.0092512,0.1105164,0.0289731,0.5634557,0.1241407
0,0.0165327,0.1385847,0.0329139,0.4722621,0.1095057
0,0.0284984,0.1327033,0.039053,0.5202965,0.140565
0,0.2835069,0.490454,0.0451029,1.52361,0.2729536
0,0.3008418,0.1327611,0.0535996,2.007796,0.2918552
0,0.127539,0.1358957,0.0570367,1.07159,0.2444331
0,0.1035364,0.1173647,0.0472134,0.7810259,0.2418793
0,0.2279589,0.1262627,0.0547273,0.972678,0.217787
0,0.3272772,0.1812232,0.0475434,0.2469454,0.2631155
0,0.3675969,0.1986444,0.0557001,0.1377428,0.3024465
0,0.1821193,0.1993209,0.0483085,0.6095801,0.2781995
0,0.3719664,0.2177336,0.0535959,0.4008792,0.285759
0,0.3520398,0.2423692,0.0584824,0.3847786,0.3048823
0,0.3730008,0.1965957,0.0529634,0.3143327,0.2568361
0,0.2463985,0.2280096,0.0347567,1.834046,0.1601645
0,0.1866339,0.2171112,0.0433537,2.537449,0.186372
0,0.178846,0.1871824,0.0326635,2.638809,0.1638478
0,0.1269442,0.1784403,0.0463047,1.587188,0.1796408
0,0.2066408,0.1082095,0.0402266,1.12503,0.1756418
0,0.275598,0.113197,0.0804531,2.967881,0.2136557
0,0.3495972,0.3578608,0.0488268,0.4098856,0.367067
0,0.3005238,0.3902209,0.06352,0.2934338,0.3988841
0,0.3067807,0.4060858,0.0649338,0.2881511,0.3989895
0,0.3659208,0.3549685,0.046835,0.301307,0.4093102
0,0.2910653,0.3647282,0.0495391,0.354863,0.3999784
0,0.2451039,0.4399949,0.0409379,0.6389961,0.4395436
0,0.0781111,0.2971431,0.0573953,2.392036,0.1716034
0,0.0831752,0.318598,0.0341965,2.390062,0.154484
0,0.0696685,0.2986791,0.0497181,3.84657,0.1814193
0,0.0463538,0.313031,0.0390496,1.886516,0.1569735
0,0.0304946,0.2862765,0.0415286,1.182623,0.1683657
0,0.0176995,0.2901123,0.0359064,1.598832,0.1519446
0,-0.0105367,0.3235106,0.0511291,1.690272,0.163477
0,0.1708907,0.0223197,0.0513948,0.318094,0.3939622
0,0.1779952,-0.0038886,0.0187228,0.1049134,0.3492217
0,0.1090745,-0.0202314,0.0485812,0.2189128,0.3571424
0,0.184662,0.0131871,0.0387011,0.1658173,0.1650877
0,0.2498669,-0.0792992,0.0519924,0.622513,0.2896155
0,0.2666583,-0.0137685,0.0731053,1.43756,0.3612244
0,0.2926469,0.2134847,0.093031,4.555878,0.6730266
0,0.1992233,0.2698257,0.0909409,3.514659,0.6418911
0,0.3021761,0.37814,0.114907,3.621152,0.7742669
0,0.3723801,0.405815,0.1100103,6.999154,0.7744696
0,0.3424428,0.4132525,0.1094587,5.765954,0.798921
0,-0.0135269,0.106572,0.0360329,0.6358557,0.1031033
0,-0.0173892,0.0542279,0.0319493,0.7527387,0.12158
0,-0.0426686,0.0698394,0.023472,0.6494115,0.0832539
0,-0.0035157,0.0605154,0.0483344,0.6301942,0.1138182
0,-0.0066149,0.0405716,0.0458365,0.6639152,0.1022306
0,0.0155471,0.0314011,0.0298636,0.6961499,0.114848
0,0.1020259,0.1574757,0.0625318,1.433516,0.2352998
0,0.1279126,0.1687815,0.0509577,1.083516,0.2318116
0,0.0737699,0.1262198,0.0521531,0.8153226,0.2136557
0,0.092846,0.1469508,0.0565113,0.8499773,0.2243608
0,0.0827505,0.0928286,0.022955,1.045195,0.2743907
0,0.1116168,0.0633834,0.0278376,0.9500168,0.2880177
0,0.0384063,0.4185479,0.0827793,1.204631,0.4323974
0,0.0224951,0.4382097,0.0611051,1.269673,0.4420859
0,0.006112,0.5039449,0.0666847,1.131099,0.4544645
0,0.0590585,0.5121374,0.0639426,1.585657,0.4117108
0,0.1626562,0.2080627,0.0625562,1.719592,0.2865427
0,0.1022622,0.7050912,0.0797913,4.426662,0.3378322
0,0.1128765,0.6580573,0.0698573,3.371182,0.3017519
0,0.2014519,0.747776,0.0587007,3.628682,0.2320068
0,0.2527159,0.7353324,0.0450275,2.920743,0.2727779
0,0.1641932,0.6933074,0.0498143,3.22211,0.2832928
0,0.1281659,0.5479789,0.0630507,1.743732,0.2390069
0,0.0926223,0.510424,0.0488834,1.370378,0.2970819
0,0.0875526,0.2990734,0.0293561,1.218395,0.1963629
0,0.0969675,0.2233279,0.0352633,0.89639,0.2055935
0,0.10749,0.2295719,0.0286136,1.204625,0.2391618
0,0.147761,0.2675052,0.0475983,1.418286,0.254559
0,-0.0597301,0.5635149,0.1056634,5.755418,0.3938942
0,-0.1337197,0.4672986,0.1107079,4.046391,0.4437777
0,-0.2342824,0.4975316,0.0644356,3.530541,0.3620856
0,-0.2862031,0.6307767,0.0686564,3.046662,0.3716811
0,-0.2464636,0.664261,0.0652203,3.456404,0.3465298
0,-0.3006266,0.6384143,0.0835059,2.926206,0.3562828
0,-0.1043024,0.1710994,0.0570442,2.409286,0.1948312
0,-0.088357,0.127459,0.0571806,1.811527,0.2081089
0,-0.0992952,0.1461636,0.0582139,1.995171,0.2232277
0,-0.0690987,0.2055286,0.0618962,1.349832,0.2095119
0,0.0017447,0.2029315,0.0506983,1.522012,0.2160155
0,-0.0117519,0.2389204,0.0619953,1.358741,0.2028547
0,0.0636482,0.3227288,0.0485338,2.494087,0.2256406
0,0.0939698,0.3288172,0.0430643,1.952647,0.1862069
0,0.1956289,0.359128,0.0221405,1.738277,0.1572247
0,0.2079022,0.2540906,0.0392975,1.681784,0.201711
0,0.1817852,0.2605295,0.0332089,1.704638,0.2091822
0,0.2307624,0.291742,0.0408902,2.204361,0.1973265
0,0.0542283,0.1518824,0.0128668,0.7799034,0.2230181
0,0.0121065,0.144118,0.0409768,0.6827757,0.2810882
0,0.0152846,0.1562449,0.0468432,0.8868212,0.0884663
0,0.0268965,0.1339047,0.0550695,0.4088076,0.1246972
0,0.0226676,0.117042,0.0434531,0.4766118,0.1110455
0,0.0339932,0.0976805,0.0352321,0.6353292,0.1261976
0,0.2499706,0.1574285,0.0521781,0.4766413,0.2890246
0,0.2432335,0.1156626,0.0683,0.7375894,0.2984006
0,0.2369144,0.1378284,0.0408659,0.4594912,0.272422
0,0.1952216,0.1555431,0.0490397,0.606392,0.2623305
0,0.1879128,-1.803147,0.1068938,0.6521468,0.4667995
0,0.0113917,0.4714159,0.0568874,1.67452,0.2842615
0,0.1366486,0.3018276,0.0430203,2.330015,0.1712597
0,0.1273324,0.2425683,0.0303082,0.7037705,0.1703276
0,0.1484131,0.2948691,0.0412734,1.737246,0.1968958
0,0.1552305,0.3515697,0.0569425,2.614825,0.2034282
0,0.0026588,0.5042799,0.0656408,2.030627,0.2860777
0,-0.0167326,0.5492674,0.0642285,1.144801,0.2708399
0,-0.018529,0.5477207,0.0368877,0.8479026,0.2873501
0,-0.0259248,0.5448375,0.0523326,1.009589,0.295094
0,0.043122,0.5117505,0.0464319,0.6641567,0.2745617
0,0.0424837,0.2176632,0.0543966,0.9541636,0.2988862
0,0.0882819,0.1723963,0.0563179,0.9920706,0.2696106
0,0.1135978,0.1791615,0.0427922,1.02387,0.2505468
0,0.1365156,0.1668354,0.0401697,1.187486,0.2988935
0,0.1443666,0.1830808,0.0352804,1.657138,0.2775225
0,0.1267837,0.1956895,0.0595259,2.045625,0.316381
0,0.0403447,-1.762036,0.0192233,0.721485,0.2038491
0,0.0514428,-1.990381,0.0361436,0.3091029,0.2611188
0,0.1018352,0.4665677,0.0748305,6.17857,0.3603629
0,0.0694604,0.5185459,0.0737679,5.749584,0.3510712
0,0.071538,0.4006081,0.0606896,3.159923,0.2575918
0,0.0855542,0.4169937,0.0797554,3.638381,0.3509334
0,0.1159059,0.4371248,0.0644662,3.678532,0.3380426
0,0.1121243,0.4751661,0.0649436,4.239621,0.3118366
0,0.0503407,0.1259998,0.0604635,0.5049773,0.1149665
0,0.0126135,0.1634566,0.0504154,0.6305885,0.146979
0,0.0495098,0.2015527,0.040933,0.6379026,0.12715
0,0.0533375,0.1904993,0.0163051,0.4916071,0.1149929
0,0.0889508,0.2534064,0.0527727,0.6169144,0.1295927
0,-0.0493466,0.2765171,0.0388736,0.8951151,0.1464052
0,-0.0658634,0.0524225,0.0420578,0.5808635,0.1958411
0,-0.055973,0.0670239,0.0387194,0.579098,0.155776
0,-0.0158656,0.0874274,0.0153424,0.6763214,0.1687195
0,0.0224846,0.0760258,0.0524514,0.7430599,0.638781
0,0.0046252,0.1370448,0.0354741,0.6437254,0.0888093
0,0.0514602,0.0869729,-0.0162005,0.1466424,0.0358583
0,0.0698453,-0.0093264,0.0349923,0.191572,0.0728839
0,0.0557655,-0.0703479,0.0312147,0.2705354,0.0719134
0,0.0683084,0.5698786,0.0759434,3.715125,0.3046913
0,0.0484048,0.5660323,0.0858799,3.30914,0.3167939
0,0.0376853,0.5693929,0.0675696,2.287805,0.2680903
0,0.0854652,0.574976,0.0611851,2.133264,0.2594557
0,0.1660693,0.5861603,0.0713337,2.583648,0.2726244
0,0.1500679,0.6110533,0.0701254,2.875074,0.2700198
0,0.0782603,0.093274,0.0388526,0.8095297,0.103505
0,-0.073536,0.1029548,0.0461637,0.8249975,0.103179
0,-0.053949,0.0720121,0.0402754,0.6915696,0.0995772
0,0.0305963,0.0855083,0.0465679,0.6786104,0.0918302
0,0.0719433,0.0763394,0.0336982,0.8338392,0.108872
0,0.0693766,0.052491,0.0345481,0.9365253,0.0908767
0,-0.1094929,0.1721344,0.0174315,0.7581439,0.1103779
0,-0.1090306,0.1851444,0.0389381,1.159162,0.1222324
0,0.039556,0.2276457,0.0238521,0.9661489,0.129968
0,-0.0746486,0.2073881,0.0589265,1.095391,0.134533
0,0.012558,0.2088291,0.0549827,1.398016,0.1465202
0,-0.0459853,0.2181201,0.060868,1.590201,0.1450498
0,0.0150993,0.3553832,0.0582438,1.144002,0.4063779
0,0.0012525,0.3771934,0.0414152,1.170842,0.5072676
0,0.0220702,0.4396708,0.0702682,1.810163,0.3206622
0,0.0801377,0.4751413,0.0506965,1.492256,0.3249724
0,0.1763045,0.5808216,0.049363,2.296806,0.3775418
0,0.2520105,0.5841109,0.0485654,2.1564,0.3595682
0,-0.1277316,0.0914104,-0.0093333,0.9990001,0.1267714
0,-0.0627546,0.1189688,0.0259876,1.148694,0.1387982
0,-0.093834,0.1026637,0.0046212,0.8895155,0.1221702
0,-0.1060157,0.0947701,0.0462426,0.7206755,0.13243
0,-0.0129798,0.0885863,0.0305049,0.6364908,0.1131314
0,-0.0310825,0.0549657,0.0235546,0.6701709,0.0866884
0,0.0512364,0.0915101,0.0474678,0.7776287,0.2002554
0,0.1280731,0.0742492,0.0268654,0.9430075,0.1927142
0,0.0977151,-0.432405,0.0419178,0.1040636,0.1523356
0,-0.3072286,-0.7321585,0.0184411,0.064637,0.1782166
0,-0.7265729,-1.14407,0.004646,0.0280297,0.2316043
0,0.1310318,0.2614192,0.1122164,4.508489,0.4280494
0,0.0761598,0.3209761,0.0908803,5.077519,0.2819642
0,0.087043,0.3880026,0.1148351,6.152905,0.3389972
0,0.0811759,0.3139445,0.0710122,3.467496,0.2831864
0,0.0746944,0.3373474,0.0965385,2.085797,0.2831983
0,0.1270604,0.3715613,0.0748747,2.426807,0.164506
0,0.0880835,0.4243974,0.0910776,3.00174,0.2305183
0,-0.06816,0.4098245,0.0868186,2.591088,0.2201414
0,-0.0004755,0.5388987,0.0708345,2.905478,0.2163096
0,-0.0715523,0.6922998,0.0892419,3.704425,0.2349034
0,-0.0292328,0.3096811,0.0622905,0.9906684,0.1582933
0,-0.0764719,0.2791641,0.0569995,1.276525,0.2850223
0,0.0248374,0.3208541,0.049952,1.334196,0.1697913
0,-0.02656,0.3418327,0.0646024,1.348214,0.1608839
0,-0.0272044,0.3476783,0.0549147,1.370929,0.1333252
0,-0.0796702,0.3144378,0.0495139,1.639263,0.1325941
0,0.3069964,0.389629,0.0710874,2.230011,0.4279963
0,0.287549,0.3694837,0.0693285,2.789227,0.4160058
0,0.432659,0.3679856,0.0655804,3.087537,0.3700445
0,0.3741151,0.3734168,0.0588597,3.442855,0.3674071
0,0.3645305,0.3528081,0.0532887,7.760902,0.3624983
0,0.4108737,0.3566364,-0.013296,4.809166,0.3294102
0,0.4348168,0.2817664,0.0107892,2.266569,0.2771385
0,0.4070616,0.3148889,-0.0052534,0.6960161,0.2477803
0,0.4545082,0.265026,0.0381769,1.660643,0.2516987
0,0.5168593,0.3483481,0.0721012,2.965767,0.2955645
0,0.4726776,0.4770727,0.0037906,1.136262,0.2546853
0,0.3149905,0.2359181,0.0103429,0.6167096,0.2426614
0,0.3453158,0.141486,-0.0322516,0.6389794,0.1851246
0,0.4690073,0.0777739,0.0017724,0.899358,0.2661799
0,0.2700238,-0.3194749,0.03144,0.6521003,0.2969157
0,0.2668882,-0.559615,-0.0022365,1.072059,0.283179
0,-0.021129,0.5304629,0.0515111,3.474056,0.3641933
0,0.048742,0.5856875,0.082552,3.896981,0.4063733
0,0.0728495,0.6627012,0.0504589,3.855459,0.3206179
0,0.0496715,0.6385676,0.0595317,3.046352,0.3461107
0,0.0726681,0.6907216,0.0629535,3.227855,0.353995
0,0.1129006,0.7323781,0.0935025,3.565836,0.4102732
0,0.0506891,0.1936147,0.0545822,1.767951,0.2088026
0,0.0027243,0.1637022,0.033888,1.035833,0.1349426
0,0.0620423,0.189061,0.066331,1.653388,0.2407861
0,-0.0006978,0.2966927,0.0508479,0.571092,0.2850079
0,0.0092432,0.3215494,0.0438563,0.771309,0.314576
0,-0.074193,0.2326804,0.0485613,0.8755719,0.2244563
0,0.124681,0.2214713,0.0543425,0.4183666,0.1884135
0,0.1127121,0.2890843,0.0501923,0.5774784,0.2144084
0,0.116514,0.3683066,0.0569884,0.8757719,0.2138279
0,-0.0093694,0.2067315,0.0330966,1.019499,0.1426432
0,-0.0326318,0.2123867,0.0432214,1.368382,0.1557743
0,-0.0829325,0.2115264,0.0381904,0.8955917,0.1239401
0,-0.0734164,0.2097743,0.0445079,0.8537316,0.1246134
0,0.0126227,0.1768026,0.0466489,0.62919,0.1166907
0,-0.0322186,0.1784149,0.0380826,0.7002995,0.1209597
0,0.4120382,0.3886195,0.1007917,1.452079,0.8057003
0,0.3817633,0.3781185,0.1022254,1.471853,0.7272734
0,0.1945246,0.1779202,0.0556824,0.3713413,0.3306575
0,0.1840713,0.1869868,0.0623817,0.355611,0.3282773
0,0.149877,0.1367941,0.0568622,0.2605929,0.3434408
0,0.1689461,0.1305626,0.0512981,0.1985677,0.3148841
1,0.2020761,0.0523252,0.0101349,0.268388,0.2815045
0,0.0845252,0.4149349,0.0495951,2.233653,0.4140723
0,0.0801112,0.4234477,0.0647428,2.400793,0.3986093
0,0.0467311,0.3947521,0.0682067,2.013976,0.4008979
0,0.0495556,0.4295177,0.0778242,2.530075,0.4085759
0,0.5186634,0.139537,0.0740788,0.514977,0.6043223
0,0.454005,0.2481389,0.0842353,1.084589,0.6317313
0,0.0440323,0.0226221,0.0390691,0.2219569,0.1895545
0,0.0650465,-0.0224514,0.0247739,0.0699156,0.1710842
0,0.2424192,0.1935886,0.0823241,0.8055044,0.3576632
0,0.2571107,0.1919736,0.0845101,0.8325558,0.3917648
0,0.2571399,0.1848497,0.0830467,0.867222,0.3810683
0,0.2869308,0.2206051,0.0691983,0.5986289,0.3787362
0,0.2707847,0.2694682,0.0858331,1.029689,0.3843644
0,0.2386405,0.3099046,0.0821112,1.122932,0.3736952
0,0.1962456,0.4544538,0.0637139,1.183453,0.3919896
0,0.1073474,0.4344126,0.0685402,1.007696,0.342508
0,0.1395849,0.2935269,0.046267,0.6146821,0.222497
0,0.0872227,0.3221555,0.04691,0.8999621,0.2551693
0,0.1242813,0.333362,0.0336556,0.947593,0.2538925
0,0.2855244,0.0397942,0.0602697,1.876535,0.2218496
0,0.263652,0.1289949,0.0536617,2.231709,0.2808643
0,0.2335674,0.2613469,0.0435051,0.525601,0.6128841
0,0.1141863,0.0846661,0.0022353,0.5220054,0.5079147
0,0.2480994,-0.0827661,-0.0029427,0.4945126,0.6380429
0,0.2267604,-0.166815,-0.0165243,0.2524454,0.6443264
0,0.2899831,-0.1455241,0.0432878,0.7191037,0.6789809
0,0.1491435,0.0241494,0.0466774,0.1711772,1.007048
0,0.140843,-0.0180391,0.0448482,0.1789706,1.105662
0,0.1606276,-0.0196016,0.0365127,0.2902779,0.9885843
0,0.2598727,0.2505638,0.0489801,1.738982,0.7053332
0,0.2507368,0.2188492,0.0810369,0.9501024,0.3938061
0,0.0172854,-0.4710347,0.0434355,1.498699,0.1548886
0,0.0297087,-0.1411925,0.1074794,2.044165,0.352725
0,0.0115639,-0.0550375,0.0390447,1.539123,0.1418824
0,-0.0002607,-0.0719958,0.0323911,1.312882,0.094526
0,0.0086407,0.0161542,0.0292917,1.049977,0.0874238
0,0.0153366,0.0658277,0.0603056,1.164505,0.1115415
0,-0.1052575,0.1126226,0.0506828,1.741544,0.1611865
0,0.0375116,0.6453711,0.093455,5.225489,0.188572
0,0.0492726,0.5667971,0.0788088,2.140483,0.1883623
0,0.0404549,0.5944371,0.0555458,2.448072,0.1530201
0,0.0374957,0.6453436,0.0744363,2.850533,0.1507975
0,0.0436279,0.6867914,0.0657917,3.887282,0.1418919
0,0.0486617,0.7456735,0.0719605,2.916207,0.1716746
0,0.1331135,0.8235632,0.1567743,12.89359,0.7772326
0,0.0081827,0.7487742,0.0816947,6.803641,0.66422
0,0.159413,0.6648474,0.030784,2.694386,0.5685686
0,0.3314278,0.5621136,0.0799878,2.098882,0.4955184
0,0.4523501,0.6405314,0.0906979,3.022417,0.5080569
0,0.4273947,0.7380757,0.0869923,3.793655,0.523558
0,0.0203857,0.0812381,0.0396343,0.4253135,0.2446756
0,0.0468308,0.1861107,0.0523578,0.3302645,0.2294592
0,0.0135128,0.2327914,0.0686211,0.511497,0.267991
0,0.0489476,0.2391427,0.0488165,0.3067153,0.2130058
0,0.0591573,0.2327377,0.0327474,0.3437994,0.070169
0,0.1250284,-0.0038385,0.0392693,0.6881304,0.1333294
0,0.1631078,-0.2617923,0.0116432,27.20945,0.087439
0,0.2215609,-0.1139523,0.0421489,41.26295,0.0985102
0,0.2575622,-0.0959358,0.0581875,23.5786,0.1070181
0,0.2561391,0.2204382,0.0420222,0.2561342,0.322843
0,0.2351336,0.2253922,0.0608539,0.1869263,0.306906
0,0.2604488,0.2167386,0.0367161,0.31857,0.248465
0,0.2171645,0.0916205,0.0585596,0.268107,0.3432558
0,0.2216677,0.1265171,0.0813998,0.537918,0.3591938
0,0.2143335,0.1517621,0.0481666,0.411521,0.380963
0,0.0719444,0.1212516,0.0810227,0.8815354,0.2639157
0,0.0523027,0.132048,0.0700113,1.310964,0.2758782
0,0.0346493,0.4499778,0.0579248,2.339282,0.3653784
0,0.1031346,0.5357466,0.0659709,3.714121,0.3803897
0,0.0560123,0.4670063,0.0739991,2.492655,0.3544154
0,0.0681976,0.4856527,0.0551978,2.466175,0.3697168
0,0.0750297,0.4175398,0.0597492,1.75534,0.3317762
0,0.1358788,0.4529616,0.0589382,2.044932,0.3242581
0,-0.2747061,0.4593042,0.0929198,2.405087,0.3965076
0,-0.1122568,0.16258,0.0504914,1.317221,0.1691306
0,0.0260061,0.1847439,0.0597707,1.257882,0.1700667
0,0.0497366,0.2194348,0.0529156,1.342307,0.1871636
0,0.0399713,0.2868722,0.0641553,1.508059,0.1687298
0,0.0845947,0.4369326,0.0648336,3.988296,0.4149175
0,0.1833519,0.4844097,0.0760119,3.597582,0.4449078
0,0.216824,0.4261156,0.0585444,3.304094,0.382985
0,0.2023125,0.4074374,0.0523494,0.7690322,0.3266714
0,-0.0101427,0.342272,0.0486282,1.01303,0.3314695
0,0.2192264,0.3284603,0.0516366,1.174315,0.3340521
0,-0.0590886,0.153359,0.0523828,0.2347727,0.0936065
0,-0.0824105,0.1447998,0.0379822,0.3119119,0.0902223
0,0.220051,0.3836726,0.0619802,1.575709,0.3314784
0,0.1904891,0.4615127,0.0587809,2.745691,0.3881961
0,0.1665708,0.5467893,0.1270771,2.652344,0.9370444
0,0.1175697,-0.0132285,0.0530804,0.8271776,0.2470933
0,0.1105209,0.0230769,0.0567573,1.134685,0.2775526
0,0.1544243,0.0833011,0.0623489,1.372689,0.2602642
0,0.1515072,0.0696667,0.0616149,1.054246,0.2085541
0,0.1591654,0.0664631,0.0640022,0.584666,0.2074485
0,0.1819596,0.1450506,0.0504179,0.8152826,0.1912188
0,0.3028129,0.1696386,0.0355878,0.5766038,0.1856344
0,0.4907441,0.0432614,0.0956776,1.035983,0.6112438
0,0.4265765,0.1278296,0.1068282,2.539171,0.6445677
0,0.4751053,0.1688875,0.1087846,2.773883,0.647087
0,0.4646945,0.1943305,0.0896208,1.574051,0.6260112
0,0.4610665,0.2815946,0.0871654,1.78215,0.6124159
0,0.3803748,-1.740432,0.0748353,1.831558,0.5286636
0,0.0161754,0.1066416,0.0277126,0.3262687,0.2495128
0,0.0513177,0.0722685,0.0422899,0.2205799,0.2360293
0,0.0431648,0.1114207,0.0306991,0.4592372,0.2364288
0,0.0386852,0.1284437,0.0439376,0.6097711,0.2224433
0,0.1050987,0.4539193,0.0850562,5.314585,0.2686692
0,-0.0380038,0.4607674,0.0717084,4.578948,0.3058334
0,-0.0171038,0.503036,0.0798605,4.540899,0.2773427
0,0.0552856,0.5415577,0.0835674,4.252949,0.2836047
0,0.0370982,0.6716763,0.0953168,4.84575,0.2923796
0,0.0096048,0.7425755,0.0851729,5.66194,0.3196061
0,0.1354682,0.6678415,0.0805108,2.116412,0.2446111
0,0.1617473,0.6959497,0.0799442,2.015373,0.2266433
0,0.131367,0.5504563,0.0446701,1.336616,0.1623613
0,0.1452515,0.5272305,0.0449306,0.8276864,0.1757649
0,0.1537192,0.5344319,0.0538227,0.9703823,0.1994814
0,0.2055743,0.5248132,0.039575,0.8508334,0.1965073
0,0.0718122,0.5224301,0.0333621,1.138837,0.1615681
0,0.1075065,0.5371472,0.0574673,1.007494,0.184823
0,0.089226,0.514568,0.0384377,0.8509739,0.1541714
0,0.1274795,0.5186085,0.0260504,1.076702,0.1568073
0,0.1220806,0.2539225,0.1185607,4.514341,0.3389081
0,0.1897259,0.2803067,0.1045683,4.821176,0.2961226
0,0.2535156,0.3462335,0.1038138,4.381498,0.2949291
0,0.0623769,0.3888727,0.0318684,2.593456,0.1219105
0,0.1245778,0.4247394,0.0495816,4.450763,0.1868811
0,0.15783,0.2368065,0.048743,4.480006,0.101365
0,0.1363248,0.251285,0.0436031,3.635894,0.1275321
0,0.1638927,0.255611,0.029459,3.212209,0.111491
0,0.1048435,0.2748351,0.0399237,5.096896,0.1010671
0,0.0336032,0.4253752,0.065442,4.53873,0.1932176
0,0.0294593,0.3487204,0.0588847,2.252215,0.1281607
0,0.0587217,0.2839123,0.0221663,0.9393639,0.1414476
0,0.0617971,0.2986664,0.0442629,1.079257,0.1606032
0,0.1394923,0.0125529,0.0520582,0.7588353,0.2689412
0,0.1914233,0.0515232,0.0539339,0.8513428,0.196766
0,0.1906,0.0854461,0.0707032,0.8577509,0.2650922
0,0.1072306,-0.0245328,0.0510832,0.4524646,0.2247318
0,0.1509051,0.0206956,0.0394119,0.7593433,0.218152
0,0.1495295,0.0382592,0.0570085,0.8381248,0.2274612
0,0.1318512,0.2240319,0.0394383,0.4923915,0.3084561
0,0.1173846,0.2063357,0.0314179,0.3797868,0.2855557
0,0.1701908,0.1385542,0.0429792,0.3925098,0.2765734
0,0.0984354,-0.0410493,0.0223497,0.1233627,0.2931642
0,0.2537716,-0.0831859,0.0338513,0.1188156,0.2954687
0,0.2429163,-0.0452524,0.0423056,0.1928767,0.3155427
0,0.0299126,0.0637308,0.0327115,0.7432162,0.1183146
0,0.0692542,0.0516394,0.0477925,0.8439327,0.109092
0,0.0635099,0.129512,0.0436058,0.6046528,0.109795
0,0.0592399,0.0930216,0.0407418,0.5284659,0.1039596
0,0.0556946,0.066891,0.0486733,0.5169572,0.0917257
0,0.0438111,0.0349888,0.0343392,0.3120573,0.0727641
0,0.0569035,0.0121104,0.0528098,0.5550248,0.0882455
0,0.0708269,0.0213999,0.0568815,0.8397012,0.0883654
0,0.0804508,0.0370413,0.0452395,0.8106244,0.0939482
0,0.0657702,0.1390667,0.0315045,0.3939108,0.7655474
0,0.0524701,0.1211741,0.0491088,0.1712956,0.8010848
0,0.0396918,0.0912951,0.042068,0.4462962,0.8350214
0,0.0138101,0.0302035,0.0114975,0.1245288,0.8405742
0,0.0609744,-0.0161096,0.03636,0.1558453,1.016535
0,0.0608875,-0.0569353,0.0366886,0.216233,0.9303399
0,0.4225256,0.7943449,0.0465942,1.762175,0.1909517
0,0.3157111,0.8621023,0.0482398,1.738958,0.2179047
0,0.160734,0.8961782,0.0134697,1.168384,0.202279
0,0.2809635,0.955991,0.0339839,1.259495,0.220968
0,0.2417086,0.9589127,0.0213069,1.467145,0.2335644
0,0.3285497,0.9763111,0.0403811,1.606874,0.2588007
0,0.0179917,0.0677028,0.0394717,0.2467019,0.2393729
0,-0.0156623,0.0381093,0.0212632,0.3706874,0.2546048
0,0.0180139,0.0437767,0.0419925,0.5248271,0.2393357
